id,Status,Date_Of_Birth,Monthly_Income,Employment_Length,State,Interest_Rate,FICO_Range,Default
29999,accepted,1981-21-01,6000.0,2013-01,TX,16.49,710-714,0.0
17924,accepted,1983-18-02,10000.0,2006-04,CA,18.17,685-689,1.0
46748,accepted,1991-26-04,6041.67,2015-06,CA,22.78,690-694,1.0
25426,accepted,1980-09-09,3833.33,2006-05,CA,10.59,735-739,0.0
76810,accepted,1991-28-04,5000.0,2009-06,IL,19.05,660-664,0.0
101596,accepted,1995-02-02,,2015-01,NY,7.43,800-804,0.0
76324,accepted,1986-23-04,5734.08,2012-09,FL,15.31,710-714,0.0
48235,accepted,1978-22-05,5208.33,2006-03,WA,6.62,740-744,0.0
50533,accepted,1983-22-12,4583.33,2007-02,WA,13.11,735-739,0.0
79478,accepted,1988-03-08,3333.33,2015-06,NY,14.09,690-694,1.0
88920,accepted,1980-08-08,2708.33,2008-10,PA,17.77,660-664,1.0
28663,accepted,1984-18-09,3750.0,2010-12,NC,5.42,770-774,0.0
10761,accepted,1974-24-11,3584.62,2006-06,CA,10.75,755-759,0.0
71249,accepted,1988-03-06,5000.0,2009-10,VA,10.16,710-714,0.0
97462,accepted,1989-07-02,884.9,,NY,22.95,665-669,1.0
101208,accepted,1986-13-02,3010.0,2006-12,FL,13.11,700-704,0.0
74097,accepted,1980-20-07,2500.0,2006-05,MI,13.11,705-709,0.0
81822,accepted,1984-03-07,3416.67,2006-12,NY,6.03,790-794,0.0
38540,accepted,1986-23-02,2500.0,2008-01,NM,16.77,685-689,0.0
103250,accepted,1983-19-08,3000.0,2015-04,FL,16.70,690-694,0.0
20785,accepted,1990-31-10,6250.0,2011-02,VA,14.91,715-719,0.0
32636,accepted,1975-08-06,7400.0,2006-10,VA,19.42,705-709,0.0
2834,accepted,1986-12-09,3583.0,2015-09,PA,14.11,700-704,0.0
45427,accepted,1985-21-02,4364.58,2013-01,PA,13.99,725-729,0.0
83841,accepted,1982-11-09,3166.67,2006-05,MA,12.12,690-694,0.0
38903,accepted,1992-12-12,5166.67,2013-06,CA,8.90,720-724,0.0
90332,accepted,1986-01-12,3750.0,2009-12,NY,13.11,690-694,0.0
8382,accepted,1977-06-09,2400.0,2006-07,FL,10.25,720-724,0.0
77035,accepted,1986-27-05,5416.67,2015-04,TX,14.09,685-689,0.0
100469,accepted,1998-01-02,2302.0,,SC,15.31,665-669,1.0
39792,accepted,1989-03-04,3333.33,2015-05,CA,10.65,700-704,0.0
80904,accepted,1989-05-09,6416.67,2014-02,VA,15.31,680-684,1.0
60688,accepted,1977-12-02,4500.0,2006-02,LA,18.75,670-674,0.0
68301,accepted,1988-18-08,3200.0,2015-07,KS,19.72,680-684,1.0
82419,accepted,1979-09-11,3333.33,2006-09,KY,14.33,670-674,0.0
71540,accepted,1995-23-06,2500.0,2015-01,CA,14.33,690-694,0.0
67109,accepted,1980-25-11,5000.0,2008-01,CA,8.90,700-704,0.0
48352,accepted,1989-20-09,5000.0,2014-05,GA,6.62,780-784,0.0
36706,accepted,1982-28-01,2750.0,2012-02,OH,11.71,775-779,0.0
22993,accepted,1989-18-05,5833.33,2008-01,CA,7.29,735-739,0.0
102441,accepted,1989-28-12,8750.0,2011-09,CA,12.29,685-689,1.0
50602,accepted,1975-14-01,2940.25,2006-02,OH,6.03,755-759,0.0
52285,accepted,1980-15-11,2083.33,2007-08,MN,8.90,715-719,0.0
77559,accepted,1994-15-05,5833.33,2015-06,GA,7.90,730-734,0.0
98980,accepted,1995-05-10,3833.33,2013-06,TX,16.29,680-684,1.0
92488,accepted,1981-14-12,5083.33,2006-11,WV,22.47,670-674,0.0
53808,accepted,1995-17-03,1000.0,2015-01,WA,13.11,685-689,0.0
32517,accepted,1993-26-01,5833.33,2014-10,NC,6.62,750-754,0.0
82160,accepted,1978-12-03,2519.17,2006-08,MO,12.12,705-709,0.0
47059,accepted,1987-26-10,9666.67,2011-12,SC,13.11,680-684,1.0
19661,accepted,1982-31-07,4416.67,2014-12,FL,10.37,675-679,0.0
89012,accepted,1985-24-08,6612.0,2006-01,NC,15.80,665-669,0.0
39468,accepted,1993-26-08,2917.0,2014-03,NY,15.96,695-699,0.0
83422,accepted,1981-05-11,7916.67,,NY,22.47,690-694,1.0
55690,accepted,1988-09-01,6583.33,2015-08,DE,15.81,700-704,0.0
66424,accepted,1984-25-02,5166.67,2009-02,MI,13.11,700-704,0.0
98930,accepted,1984-30-01,3333.33,2008-11,CA,10.16,700-704,0.0
16158,accepted,1991-14-06,4166.67,2015-10,TX,6.91,730-734,0.0
66360,accepted,1990-28-03,2870.42,2013-01,MO,8.90,715-719,0.0
63941,accepted,1994-16-12,2500.0,2015-02,MI,15.80,690-694,1.0
57456,accepted,1984-14-10,3666.67,2012-07,NC,14.65,675-679,0.0
79611,accepted,1972-14-07,1833.33,,WA,14.09,725-729,0.0
20467,pending,1989-21-10,6083.33,2013-04,NY,7.29,730-734,
96157,accepted,1980-11-03,5458.33,2010-03,MA,15.80,735-739,0.0
76957,accepted,1980-29-06,3500.0,2009-09,CA,14.33,685-689,0.0
78827,accepted,1984-18-12,4166.67,2015-11,OH,13.11,670-674,0.0
65280,pending,1984-08-06,5416.67,2015-06,NY,13.11,685-689,
79531,accepted,1980-25-05,2916.67,2011-12,WA,11.14,715-719,0.0
42255,accepted,1989-12-08,12500.0,2007-12,WA,9.91,705-709,0.0
28871,accepted,1995-05-05,2916.67,2015-12,FL,16.49,690-694,1.0
21867,accepted,1984-04-08,3500.0,2015-09,FL,12.68,695-699,0.0
73473,accepted,1975-01-02,3750.0,2006-12,IL,7.90,715-719,0.0
56778,accepted,1984-23-06,3166.67,2012-02,PA,16.29,710-714,0.0
10642,accepted,1982-28-06,6312.0,2014-09,IL,10.38,735-739,0.0
15899,accepted,1987-11-03,4666.67,2007-04,OH,5.79,760-764,0.0
92357,accepted,1983-18-03,7083.33,2008-09,TX,12.12,715-719,0.0
9468,accepted,1990-20-02,3000.0,2013-06,NY,13.85,705-709,0.0
77964,accepted,1991-11-01,1403.33,2014-03,CA,10.16,725-729,0.0
23437,accepted,1988-27-02,6250.0,2014-07,CA,10.00,730-734,0.0
57704,accepted,1979-02-08,5000.0,2006-09,NY,15.31,675-679,1.0
86747,accepted,1975-05-01,9583.33,2006-04,NM,18.75,695-699,0.0
61261,accepted,1997-13-01,3333.33,,NY,19.05,660-664,1.0
15383,pending,1980-16-10,4583.33,2012-07,NH,6.91,760-764,
56401,accepted,1993-11-03,8333.33,2012-11,OH,14.65,680-684,0.0
16924,pending,1989-02-03,6400.0,2015-02,CA,9.99,730-734,
88301,accepted,1981-09-10,11250.0,2008-10,NJ,10.16,730-734,0.0
40727,pending,1989-29-08,3500.0,2014-10,CA,12.42,705-709,
59413,accepted,1983-19-02,5416.67,2006-03,OH,10.16,720-724,0.0
91853,accepted,1987-13-08,7233.33,2015-03,GA,7.90,705-709,0.0
71008,accepted,1982-04-04,3750.0,2006-03,SC,14.09,685-689,0.0
59890,accepted,1988-11-03,8333.33,2006-01,NY,21.00,670-674,1.0
42306,pending,1984-29-03,2333.33,2011-03,CA,9.91,730-734,
47168,accepted,1981-02-09,2512.0,2011-05,AZ,7.62,730-734,0.0
77588,accepted,1991-07-04,3166.67,2014-10,AR,15.31,685-689,0.0
14407,pending,1977-14-05,5416.67,2006-04,CA,15.21,700-704,
102902,accepted,1984-08-09,4166.67,2006-08,NJ,14.11,675-679,0.0
71247,pending,1984-01-02,2166.67,2010-05,TX,15.31,665-669,
6611,accepted,1990-06-03,6666.67,2015-03,MA,12.87,720-724,0.0
80041,pending,1978-16-08,11208.33,2006-05,GA,14.33,725-729,
78104,accepted,1983-02-10,16416.67,2015-06,CO,18.49,700-704,0.0
59886,pending,1988-11-06,1833.33,2013-10,AZ,13.11,670-674,
22323,accepted,1977-16-08,5000.0,2006-08,SC,9.63,780-784,0.0
40094,accepted,1989-19-02,6000.0,2013-08,CA,17.27,725-729,0.0
75168,accepted,1986-30-12,3166.67,2006-05,NY,7.90,720-724,0.0
79248,accepted,1987-22-10,4583.33,2006-09,KS,19.05,660-664,0.0
73010,accepted,1988-03-03,3541.67,,TX,13.11,700-704,0.0
47048,accepted,1982-22-02,3416.67,2012-08,FL,13.11,685-689,1.0
10006,accepted,1986-14-11,5416.67,2013-08,MN,10.99,730-734,0.0
75518,accepted,1990-12-04,3500.0,2010-11,CA,14.33,680-684,1.0
2823,accepted,1983-06-03,8000.0,2006-08,NJ,16.63,680-684,0.0
54131,accepted,1980-29-03,4833.33,2011-06,TX,13.11,740-744,0.0
70334,accepted,1984-10-11,20833.33,2006-06,NJ,22.95,670-674,0.0
55717,accepted,1985-09-01,7083.33,2006-06,IL,9.76,780-784,0.0
12368,accepted,1985-20-09,6000.0,2006-04,OR,10.38,730-734,0.0
47011,accepted,1991-09-08,5113.0,,CA,13.67,690-694,1.0
86309,accepted,1979-30-10,5924.5,2006-06,TX,15.31,695-699,0.0
74257,accepted,1993-18-09,4333.33,2011-10,CA,23.28,660-664,1.0
39713,pending,1991-22-06,6250.0,2015-10,CA,18.25,665-669,
31573,accepted,1989-10-12,3333.33,,CT,17.49,695-699,0.0
26493,accepted,1986-10-02,3417.0,2012-11,CA,11.99,680-684,1.0
32982,accepted,1993-25-07,3820.27,2014-09,TX,11.71,685-689,1.0
101403,accepted,1986-17-06,5833.33,2015-12,VA,19.05,690-694,1.0
99661,accepted,1992-11-08,7666.67,2011-12,IL,10.16,675-679,1.0
67222,accepted,1983-05-06,3833.33,2011-12,SC,14.09,665-669,0.0
41977,accepted,1993-06-09,4583.33,2011-08,CA,11.71,720-724,0.0
91765,pending,1983-31-07,4750.0,2006-05,FL,19.72,665-669,
11648,accepted,1981-08-01,6333.33,2006-10,TX,11.12,715-719,0.0
51810,accepted,1986-29-11,3333.33,2006-06,MA,12.12,690-694,0.0
14108,accepted,1980-30-01,7250.0,2006-03,NY,14.84,705-709,0.0
102270,pending,1991-06-08,7501.0,2015-09,KS,11.97,705-709,
16300,accepted,1980-10-05,4583.33,2006-05,FL,17.43,675-679,1.0
82744,accepted,1986-12-06,7500.0,2006-07,CA,7.90,725-729,0.0
94041,accepted,1978-10-06,5166.67,2008-02,NY,19.72,675-679,0.0
99568,accepted,1988-18-04,4166.67,2015-09,MN,13.11,690-694,0.0
66550,accepted,1995-28-03,7500.0,2013-07,NC,15.31,670-674,0.0
102756,accepted,1991-11-10,4700.0,2014-05,GA,16.00,725-729,0.0
3962,accepted,1989-14-10,7667.0,2014-08,MA,12.21,700-704,0.0
83847,accepted,1977-23-03,5000.0,2006-03,SC,15.31,670-674,0.0
33997,accepted,1994-22-01,4166.67,2013-06,NJ,15.27,680-684,0.0
72499,accepted,1983-10-08,2833.33,2010-09,IL,17.27,670-674,1.0
92186,accepted,1983-21-06,5416.67,2015-01,FL,12.12,700-704,0.0
80094,accepted,1979-10-09,4166.67,2008-08,PA,17.77,680-684,1.0
32684,accepted,1990-17-04,2870.33,2011-06,NY,13.49,690-694,0.0
14595,accepted,1975-05-05,2290.0,,WV,16.32,685-689,0.0
96564,accepted,1979-20-09,5000.0,2006-09,PA,14.09,675-679,0.0
17157,pending,1994-20-12,1958.33,2014-04,AZ,9.99,745-749,
79363,accepted,1988-07-01,2555.16,2006-04,MN,12.12,680-684,0.0
70571,accepted,1993-25-10,7666.67,2014-02,NV,12.12,685-689,1.0
3660,accepted,1983-21-12,3500.0,2014-11,MI,13.16,670-674,1.0
65335,accepted,1995-05-07,4166.67,2014-04,PA,14.09,735-739,0.0
36283,accepted,1982-01-04,3162.25,2007-02,IL,7.90,730-734,0.0
100086,pending,1982-08-02,7916.67,,CA,10.16,690-694,
3406,accepted,1982-24-10,6000.0,2006-06,NY,12.21,725-729,0.0
4799,accepted,1986-22-09,6333.33,2009-02,AZ,11.14,760-764,0.0
21789,accepted,1990-05-04,5000.0,2012-12,WA,10.74,745-749,0.0
9281,accepted,1991-08-05,4841.67,2012-11,NY,10.25,775-779,0.0
8424,accepted,1988-26-12,15416.67,2006-03,PA,11.36,710-714,0.0
7967,accepted,1987-04-09,3807.64,2011-07,MN,7.14,760-764,0.0
76489,accepted,1986-22-03,9583.33,2014-09,CA,12.12,715-719,0.0
19321,accepted,1989-06-03,5000.0,2009-06,WI,10.00,715-719,0.0
73614,accepted,1981-09-05,2583.33,2012-03,NY,6.03,750-754,0.0
599,accepted,1990-24-11,3100.0,2008-12,CT,12.29,700-704,0.0
11084,accepted,1989-21-02,4750.0,2012-03,WI,6.76,755-759,0.0
15135,accepted,1993-16-08,2500.0,2014-11,CA,14.84,670-674,0.0
43572,accepted,1993-11-04,5583.33,2011-05,MI,15.96,665-669,1.0
62900,accepted,1984-11-07,7083.33,2012-11,AL,6.03,750-754,0.0
85201,accepted,1987-08-06,6416.67,2009-01,OK,15.31,670-674,0.0
69401,accepted,1986-31-12,3333.33,2010-04,FL,15.80,675-679,0.0
52823,accepted,1996-10-02,8000.0,2014-03,TX,12.12,680-684,0.0
93551,pending,1980-15-07,6833.33,2006-05,OH,11.14,670-674,
2645,accepted,1992-15-05,2083.33,2012-07,MN,9.32,775-779,0.0
62663,accepted,1991-14-11,4583.33,2011-07,PA,17.77,665-669,0.0
79948,accepted,1993-03-08,10268.25,2014-12,CA,17.77,660-664,0.0
71685,accepted,1996-16-05,4791.67,2014-05,CA,22.47,665-669,0.0
100140,pending,1988-19-02,4166.67,2011-08,WI,16.29,675-679,
11304,accepted,1987-03-05,6833.33,2008-02,CA,15.21,680-684,0.0
89582,accepted,1995-07-10,12083.33,2015-05,IL,8.90,680-684,1.0
23686,accepted,1979-08-09,7083.33,2010-01,TX,13.06,670-674,0.0
28812,accepted,1981-16-03,5666.67,2006-03,CT,7.49,730-734,0.0
57235,accepted,1987-22-10,7166.67,2012-07,AL,16.29,705-709,0.0
73371,pending,1978-24-04,2916.67,2006-03,OH,7.62,740-744,
53062,accepted,1973-23-07,2629.0,,NC,13.99,685-689,1.0
65567,accepted,1985-14-01,2083.33,2010-09,MN,17.77,670-674,1.0
104040,accepted,1987-23-08,6000.0,2006-07,NJ,10.75,720-724,0.0
18942,accepted,1996-24-06,5000.0,2014-10,RI,18.62,685-689,0.0
42555,accepted,1986-15-03,14166.67,2015-06,NY,12.69,675-679,1.0
34403,accepted,1991-08-02,6733.33,2010-01,VA,14.65,725-729,0.0
47998,accepted,1990-09-02,3333.33,2010-10,MT,6.62,740-744,0.0
70942,accepted,1981-13-12,6250.0,2006-10,MO,11.14,715-719,0.0
75067,accepted,1976-19-11,7702.0,2006-09,LA,21.00,670-674,1.0
21036,accepted,1989-16-12,6500.0,2009-07,MO,7.66,700-704,0.0
102309,accepted,1974-10-10,4583.33,2006-02,MO,14.18,685-689,0.0
81788,accepted,1988-28-05,3333.33,,NY,11.14,685-689,0.0
60201,accepted,1987-14-07,7500.0,2009-11,GA,19.05,660-664,1.0
11835,accepted,1984-08-08,5416.67,2006-07,PA,13.98,720-724,0.0
72655,pending,1996-25-11,10625.0,2015-11,AZ,14.09,670-674,
51070,pending,1988-21-12,2791.67,2013-08,CA,14.65,710-714,
3532,accepted,1983-08-01,5050.0,2006-06,AL,11.89,740-744,0.0
19831,accepted,1996-08-03,1658.0,2015-05,MA,17.14,680-684,0.0
56446,accepted,1985-23-03,5416.67,2006-01,NJ,9.76,740-744,0.0
92839,accepted,1986-12-01,5000.0,2013-08,TX,22.47,665-669,1.0
74939,accepted,1996-27-05,8666.67,2015-07,NY,7.90,710-714,0.0
59190,accepted,1975-23-10,5416.67,2006-01,RI,13.11,685-689,0.0
56692,accepted,1990-17-11,5833.33,2012-06,NY,17.27,670-674,0.0
84593,accepted,1991-18-08,8666.67,2015-06,CA,14.09,695-699,0.0
5724,accepted,1988-03-09,4500.0,2015-11,NY,8.94,720-724,0.0
15351,accepted,1986-18-04,1667.0,2013-01,NY,6.17,770-774,0.0
70412,accepted,1992-26-06,3750.0,2010-10,CA,10.16,705-709,0.0
77240,accepted,1985-01-12,3166.67,2011-11,NC,18.49,670-674,0.0
27710,accepted,1981-26-01,1471.0,2010-10,MN,22.11,690-694,0.0
25655,accepted,1983-22-05,3125.0,2015-06,NC,11.49,730-734,0.0
27832,accepted,1987-05-04,5000.0,2006-05,NY,12.99,685-689,0.0
80208,accepted,1992-21-09,4000.0,2011-11,OR,14.09,690-694,1.0
27425,accepted,1980-27-04,3000.0,2009-10,GA,10.59,695-699,0.0
21033,pending,1974-03-11,5416.67,2006-03,GA,7.29,725-729,
34961,accepted,1983-29-08,4791.67,2011-11,NJ,11.71,730-734,0.0
38145,accepted,1992-24-08,7916.67,2010-04,MD,16.77,675-679,0.0
77673,accepted,1982-27-09,4000.0,2007-10,AL,19.72,680-684,1.0
51812,accepted,1977-08-11,1083.33,,OR,7.62,720-724,0.0
94947,accepted,1988-04-02,3916.67,2006-02,TX,15.31,690-694,0.0
49573,accepted,1989-12-10,7083.33,2011-02,CA,15.31,665-669,1.0
61720,pending,1993-29-06,3083.33,2013-04,MA,12.12,690-694,
42743,pending,1983-13-04,3750.0,2011-09,TX,16.77,660-664,
50398,accepted,1989-03-07,5000.0,2015-04,CO,15.81,680-684,0.0
40343,accepted,1984-09-01,4250.0,2015-02,PA,13.49,685-689,1.0
52548,accepted,1983-28-06,2108.33,,MI,9.76,695-699,0.0
96704,accepted,1990-01-12,3033.33,2008-01,NY,18.75,690-694,0.0
10059,accepted,1987-16-11,3500.0,2013-05,CT,7.51,735-739,0.0
82534,accepted,1979-30-04,9220.0,2006-12,NY,10.16,760-764,0.0
25767,accepted,1987-31-07,2250.0,2011-06,VA,6.99,750-754,0.0
9244,accepted,1985-01-02,4833.0,2011-07,PA,7.51,790-794,0.0
6045,accepted,1975-23-09,8910.42,2006-08,CA,12.18,740-744,0.0
5073,accepted,1995-28-03,4416.67,2014-04,MA,11.14,720-724,0.0
38378,accepted,1985-05-04,3264.0,2006-08,CA,15.96,660-664,1.0
99189,accepted,1988-16-02,5000.0,2006-12,CA,10.16,700-704,0.0
66604,accepted,1995-11-10,5500.0,2013-11,MD,14.33,700-704,0.0
87649,accepted,1992-16-11,7500.0,2010-02,CA,13.11,680-684,0.0
58739,accepted,1979-04-07,5000.0,2006-03,FL,12.12,690-694,0.0
28808,accepted,1996-21-08,5833.33,2015-09,NY,10.99,700-704,0.0
26877,accepted,1987-30-03,2916.67,2010-02,MA,15.23,670-674,0.0
13309,accepted,1983-23-10,10417.0,2015-12,VA,7.88,780-784,0.0
6128,accepted,1996-25-04,2500.0,2015-12,NY,15.31,665-669,0.0
70785,accepted,1996-02-09,2166.67,2014-09,TX,13.11,700-704,0.0
44672,accepted,1976-29-11,2000.0,2006-06,NY,10.74,705-709,0.0
13054,accepted,1995-12-02,8000.0,2013-01,NJ,20.53,675-679,1.0
103426,accepted,1975-08-11,3937.08,2006-04,FL,16.07,685-689,0.0
4545,accepted,1989-04-11,2916.67,2014-10,PA,12.53,685-689,0.0
82722,accepted,1984-22-01,7500.0,2006-12,MD,19.05,690-694,1.0
40489,accepted,1980-03-09,7000.0,2007-06,WA,7.90,800-804,0.0
49956,pending,1986-13-05,7055.0,2010-07,AZ,16.29,725-729,
69741,pending,1974-23-11,2625.0,2006-03,NY,13.11,690-694,
65248,accepted,1990-14-04,3750.0,2010-10,LA,8.90,750-754,0.0
59279,accepted,1985-11-07,2916.67,2007-07,MO,7.90,770-774,0.0
75785,accepted,1994-01-10,2916.67,2015-08,AL,11.14,700-704,0.0
27764,accepted,1983-02-10,6333.33,2006-05,FL,5.42,790-794,0.0
43707,accepted,1987-14-11,2333.33,2009-12,NC,10.65,685-689,1.0
35025,accepted,1992-29-03,9083.33,2013-07,CA,10.65,720-724,0.0
28518,accepted,1995-13-10,5319.17,2014-04,TX,17.99,675-679,0.0
42228,accepted,1982-02-11,16666.67,2006-08,CA,12.42,705-709,0.0
81620,accepted,1989-14-12,1560.0,2015-07,TX,18.75,680-684,0.0
37389,pending,1988-12-11,3583.33,2006-11,GA,6.62,735-739,
3204,accepted,1984-25-12,8750.0,2015-01,MO,12.53,705-709,0.0
10554,pending,1989-26-09,6250.0,2012-03,CO,13.98,675-679,
94092,accepted,1984-15-11,6666.67,2006-12,VA,6.03,740-744,0.0
43387,accepted,1990-17-05,4250.0,2014-12,PA,7.51,755-759,0.0
103784,accepted,1991-02-10,6833.33,2011-11,NY,11.12,705-709,0.0
54576,accepted,1985-08-04,8750.0,2006-03,NJ,9.76,710-714,0.0
47468,accepted,1993-26-10,5000.0,2012-08,NJ,12.12,700-704,0.0
2578,pending,1995-04-12,3500.0,2015-05,TX,9.63,785-789,
73765,accepted,1992-04-02,5416.67,2012-06,VA,16.29,690-694,0.0
36519,accepted,1992-16-11,2500.0,2014-04,VA,12.42,670-674,1.0
90239,accepted,1979-27-03,2916.67,2010-05,CA,14.33,710-714,0.0
45980,accepted,1995-08-03,1500.0,2015-03,OH,7.90,720-724,0.0
55803,accepted,1975-28-11,6833.33,2006-03,CA,10.74,700-704,0.0
98051,accepted,1985-24-07,2833.33,2006-12,CA,15.31,695-699,0.0
62884,accepted,1990-24-10,4750.0,2013-08,NY,10.16,720-724,0.0
16406,accepted,1983-29-08,9160.0,2006-01,TX,13.35,710-714,0.0
37065,accepted,1975-17-08,3333.33,2006-03,NY,17.27,695-699,0.0
4644,accepted,1992-28-04,4833.0,2012-11,MD,11.83,715-719,0.0
57169,accepted,1981-11-09,8083.33,2006-08,MD,18.25,725-729,0.0
33050,accepted,1984-02-09,6000.0,2006-09,PA,7.51,735-739,0.0
46324,accepted,1985-14-04,5166.67,2010-08,FL,13.67,710-714,0.0
20367,accepted,1984-12-06,3166.67,2015-02,MN,10.37,675-679,0.0
36837,accepted,1986-11-01,3333.33,2010-11,CA,11.71,675-679,0.0
68829,accepted,1985-24-05,8750.0,2012-02,TX,12.12,710-714,0.0
694,accepted,1982-15-11,7500.0,2009-04,GA,8.63,730-734,0.0
61873,accepted,1976-19-03,2833.33,2006-07,TX,7.90,730-734,0.0
94081,accepted,1983-06-01,8161.33,2008-09,DC,6.62,720-724,0.0
101622,accepted,1983-16-02,6500.0,2015-12,MD,14.70,640-644,1.0
21900,accepted,1987-14-06,3250.0,2011-12,CA,10.00,700-704,0.0
70285,accepted,1992-05-03,4250.0,2013-07,CA,14.09,680-684,0.0
16069,accepted,1981-27-08,9208.0,2013-04,CO,6.91,735-739,0.0
57923,accepted,1980-03-06,6083.33,2008-02,MI,13.99,720-724,0.0
99914,accepted,1980-17-07,5416.67,2006-05,MI,13.11,675-679,1.0
100662,accepted,1988-04-04,4666.67,2006-11,IL,12.12,690-694,0.0
20530,accepted,1984-05-07,6354.0,2006-07,CA,7.66,725-729,0.0
20329,accepted,1982-12-01,3000.0,2014-04,CA,15.28,720-724,0.0
53424,accepted,1987-29-09,8333.33,2011-04,VA,12.12,730-734,0.0
47764,accepted,1992-21-06,5000.0,2014-09,NY,8.90,710-714,0.0
94950,accepted,1992-25-05,4166.67,2014-01,NY,14.33,760-764,0.0
15213,accepted,1975-19-05,5000.0,2006-05,NY,6.54,795-799,0.0
38976,accepted,1986-26-01,2916.67,2012-06,CA,16.77,660-664,0.0
40113,accepted,1974-11-07,4497.0,2006-10,MD,19.03,680-684,0.0
71538,accepted,1980-20-07,6250.0,2011-04,CA,12.12,695-699,0.0
48972,accepted,1991-20-05,4166.67,2013-04,OH,7.90,735-739,0.0
31876,accepted,1989-05-01,5445.0,2007-06,OR,17.49,670-674,0.0
48894,accepted,1984-01-12,4583.33,2006-06,IL,10.74,685-689,0.0
74320,accepted,1987-20-12,4583.33,2006-05,MT,10.16,705-709,0.0
65600,accepted,1989-27-06,2750.0,2013-09,CO,14.33,690-694,0.0
38529,accepted,1974-12-08,3750.0,2006-08,OR,18.25,695-699,0.0
18088,accepted,1986-13-07,5000.0,2006-07,NV,13.35,665-669,0.0
47960,accepted,1986-19-03,3700.0,2014-06,VA,19.22,680-684,1.0
48295,accepted,1977-31-05,7500.0,2006-04,CA,6.03,745-749,0.0
46245,accepted,1992-23-04,4000.0,,CA,14.65,685-689,1.0
13454,pending,1992-28-11,1500.0,2015-03,CA,15.95,665-669,
16524,accepted,1984-19-09,1600.0,2013-10,CA,6.17,745-749,0.0
92631,accepted,1988-28-08,7800.0,2014-03,NJ,16.29,675-679,0.0
14193,pending,1988-16-07,4166.67,2015-06,CT,11.49,725-729,
51829,pending,1996-15-12,5166.67,2015-06,CA,7.90,725-729,
31000,accepted,1995-01-11,2333.33,2015-11,MO,9.99,710-714,0.0
86532,accepted,1983-07-02,12500.0,2009-07,FL,7.90,725-729,0.0
8102,accepted,1982-29-07,8333.33,2006-05,IL,13.48,690-694,1.0
3112,accepted,1981-10-11,4167.0,2013-06,CA,14.11,670-674,0.0
31448,accepted,1993-15-11,6666.67,2012-01,SC,10.99,695-699,0.0
51408,accepted,1982-07-08,4416.67,2014-03,IL,7.90,720-724,0.0
6646,accepted,1984-03-09,1500.0,2014-07,NH,7.74,785-789,0.0
87572,accepted,1982-21-06,10000.0,2014-02,MD,18.49,675-679,0.0
33225,pending,1977-22-07,7000.0,2006-04,MD,17.27,695-699,
93794,accepted,1974-31-10,12916.67,2006-08,KS,14.33,685-689,0.0
54455,accepted,1986-08-10,7083.33,2006-02,FL,23.33,665-669,0.0
93742,accepted,1985-14-09,8750.0,2013-02,LA,14.09,660-664,0.0
12860,accepted,1988-10-02,5427.42,2011-07,WA,15.58,700-704,0.0
41993,pending,1982-17-02,13333.33,2006-06,MA,17.58,690-694,
18447,accepted,1984-27-08,7758.33,2014-08,TX,13.72,665-669,1.0
71782,accepted,1977-05-08,5988.67,2006-12,WA,13.11,700-704,0.0
7789,accepted,1983-02-02,5000.0,2015-04,VA,10.62,720-724,0.0
19675,accepted,1992-29-11,11500.0,2015-08,CA,13.43,670-674,0.0
5858,accepted,1995-23-09,4810.08,2013-04,TX,11.83,725-729,0.0
43307,accepted,1986-18-03,3666.67,2015-06,MN,9.91,705-709,0.0
88490,accepted,1989-17-02,9166.67,2015-07,CA,19.05,690-694,0.0
101891,accepted,1983-08-08,18333.33,2014-11,CA,11.09,745-749,0.0
102234,accepted,1996-03-04,7083.33,2015-01,MD,15.45,640-644,0.0
65443,accepted,1978-18-01,1750.0,2010-01,TX,7.90,705-709,0.0
47597,accepted,1988-23-05,4166.67,2010-01,CT,19.22,665-669,0.0
30397,accepted,1980-04-07,6166.67,2012-11,TX,16.89,665-669,0.0
92868,accepted,1978-17-12,6833.33,2008-06,MD,14.09,675-679,1.0
89683,accepted,1976-22-08,7333.33,2006-10,CA,6.03,780-784,0.0
48006,accepted,1976-18-12,8583.33,2008-04,SC,18.25,690-694,0.0
66892,accepted,1980-11-03,2916.67,2009-11,LA,18.75,665-669,0.0
79618,accepted,1982-28-05,2500.0,2012-10,AZ,17.77,665-669,0.0
55180,pending,1987-06-09,7083.33,2008-09,IL,13.67,675-679,
75159,accepted,1993-20-11,4000.0,2011-07,VA,15.31,680-684,1.0
48624,accepted,1982-26-11,7968.75,2006-09,NY,18.55,660-664,0.0
75022,accepted,1986-25-06,4000.0,2009-08,NY,8.90,715-719,0.0
5733,accepted,1986-16-06,3200.0,2013-09,FL,11.14,710-714,0.0
92795,accepted,1975-11-01,4166.67,2006-08,OR,13.11,670-674,0.0
94514,accepted,1988-23-02,5666.67,2006-05,CO,7.62,775-779,0.0
83906,accepted,1985-20-01,4583.33,2009-08,MA,14.33,680-684,0.0
93318,accepted,1979-24-01,3333.33,2006-09,IL,12.12,665-669,1.0
62203,accepted,1986-13-04,7500.0,2009-09,NY,17.77,665-669,1.0
60969,accepted,1992-19-05,4166.67,2015-02,MN,13.11,675-679,0.0
94593,accepted,1995-26-05,8333.33,2014-03,CT,19.72,710-714,0.0
