longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
-118.41,34.02,34.0,1430.0,357.0,805.0,362.0,3.3462,<1H OCEAN
-118.45,34.0,39.0,1909.0,359.0,867.0,345.0,4.7,<1H OCEAN
-118.44,34.0,40.0,1287.0,346.0,806.0,311.0,3.875,<1H OCEAN
-118.44,34.0,22.0,5822.0,1707.0,3335.0,1585.0,3.1579,<1H OCEAN
-118.42,34.0,31.0,1930.0,456.0,1002.0,410.0,3.9798,<1H OCEAN
-118.46,34.0,39.0,4098.0,1100.0,2054.0,1053.0,2.918,<1H OCEAN
-118.46,34.0,36.0,1392.0,260.0,679.0,247.0,4.7344,<1H OCEAN
-118.48,33.99,46.0,2219.0,686.0,1107.0,590.0,2.5523,<1H OCEAN
-118.5,33.97,52.0,709.0,329.0,388.0,313.0,2.2643,<1H OCEAN
-118.46,33.99,44.0,1122.0,287.0,531.0,256.0,4.0598,<1H OCEAN
-118.45,33.99,52.0,1829.0,472.0,779.0,424.0,3.1607,<1H OCEAN
-118.46,33.98,32.0,2388.0,591.0,1009.0,556.0,5.2121,<1H OCEAN
-118.46,33.98,27.0,2217.0,520.0,806.0,458.0,3.8935,<1H OCEAN
-118.46,33.97,19.0,2461.0,521.0,777.0,447.0,10.0,<1H OCEAN
-118.48,33.96,16.0,895.0,181.0,237.0,149.0,12.0088,<1H OCEAN
-118.41,34.0,18.0,1307.0,441.0,884.0,456.0,2.9338,<1H OCEAN
-118.42,34.0,14.0,3771.0,1180.0,2355.0,978.0,3.1603,<1H OCEAN
-118.43,33.99,35.0,2243.0,495.0,1135.0,465.0,4.3281,<1H OCEAN
-118.43,33.99,45.0,1899.0,461.0,1260.0,415.0,2.6667,<1H OCEAN
-118.41,33.99,39.0,3014.0,822.0,3212.0,777.0,1.1985,<1H OCEAN
-118.39,33.97,46.0,2198.0,352.0,839.0,335.0,6.5778,<1H OCEAN
-118.41,33.97,44.0,2298.0,388.0,849.0,360.0,5.5941,<1H OCEAN
-118.42,33.96,44.0,1282.0,216.0,494.0,209.0,5.618,<1H OCEAN
-118.43,33.96,13.0,1860.0,345.0,800.0,355.0,5.8864,<1H OCEAN
-118.42,33.96,24.0,4393.0,966.0,1257.0,579.0,5.0714,<1H OCEAN
-118.4,33.97,44.0,2825.0,453.0,1221.0,461.0,5.9544,<1H OCEAN
-118.4,33.96,43.0,2416.0,454.0,1028.0,409.0,5.6732,<1H OCEAN
-118.37,33.97,41.0,1833.0,355.0,847.0,348.0,5.726,<1H OCEAN
-118.41,33.96,32.0,1044.0,219.0,567.0,222.0,4.1471,<1H OCEAN
-118.41,33.94,45.0,2038.0,394.0,1086.0,387.0,4.7375,<1H OCEAN
-118.45,33.96,36.0,2723.0,547.0,1090.0,519.0,6.3267,<1H OCEAN
-118.29,33.9,42.0,1273.0,309.0,1203.0,348.0,4.4636,<1H OCEAN
-118.29,33.88,27.0,2082.0,612.0,2009.0,548.0,2.9063,<1H OCEAN
-118.29,33.89,35.0,2810.0,614.0,1578.0,601.0,3.59,<1H OCEAN
-118.29,33.85,10.0,1391.0,420.0,1378.0,377.0,1.9049,<1H OCEAN
-118.3,33.83,31.0,2693.0,661.0,1598.0,618.0,3.1851,<1H OCEAN
-118.3,33.83,33.0,2716.0,660.0,1807.0,661.0,3.5473,<1H OCEAN
-118.3,33.82,35.0,1499.0,340.0,1141.0,326.0,2.6136,<1H OCEAN
-118.3,33.82,26.0,2080.0,560.0,2096.0,506.0,2.8106,<1H OCEAN
-118.31,33.8,30.0,3096.0,757.0,2048.0,704.0,3.125,<1H OCEAN
-118.27,33.79,36.0,2218.0,561.0,1789.0,527.0,3.1613,<1H OCEAN
-118.28,33.8,38.0,1471.0,329.0,1207.0,335.0,4.0,<1H OCEAN
-118.25,33.78,32.0,296.0,139.0,511.0,133.0,1.4444,NEAR OCEAN
-118.24,33.78,24.0,574.0,173.0,784.0,162.0,2.25,NEAR OCEAN
-118.28,33.75,41.0,1305.0,381.0,1384.0,369.0,2.45,NEAR OCEAN
-118.28,33.74,40.0,1751.0,512.0,1939.0,503.0,1.5394,NEAR OCEAN
-118.3,33.75,23.0,1957.0,517.0,1454.0,526.0,3.5056,<1H OCEAN
-118.3,33.74,20.0,2625.0,673.0,1184.0,606.0,3.9167,NEAR OCEAN
-118.28,33.74,44.0,1853.0,556.0,2090.0,539.0,1.8584,NEAR OCEAN
-118.29,33.72,25.0,2469.0,584.0,1253.0,535.0,3.1932,NEAR OCEAN
-118.3,33.72,28.0,2510.0,583.0,1388.0,554.0,3.3397,NEAR OCEAN
-118.31,33.67,42.0,1297.0,246.0,611.0,242.0,5.3074,NEAR OCEAN
-118.29,33.72,21.0,1568.0,452.0,801.0,422.0,3.5109,NEAR OCEAN
-118.28,33.68,8.0,2842.0,522.0,1624.0,510.0,3.7282,NEAR OCEAN
-118.24,34.23,43.0,1061.0,208.0,514.0,208.0,6.01,<1H OCEAN
-118.25,34.25,34.0,3150.0,518.0,1392.0,480.0,4.9355,<1H OCEAN
-118.26,34.23,43.0,1428.0,325.0,836.0,302.0,4.5759,<1H OCEAN
-118.23,34.21,32.0,1464.0,406.0,693.0,380.0,2.5463,<1H OCEAN
-118.23,34.21,50.0,309.0,47.0,121.0,45.0,6.213,<1H OCEAN
-118.27,34.22,34.0,8206.0,1186.0,3141.0,1150.0,7.2812,<1H OCEAN
-118.23,34.18,43.0,1708.0,280.0,768.0,276.0,6.207,<1H OCEAN
-118.23,34.17,37.0,4524.0,1005.0,2099.0,937.0,3.5781,<1H OCEAN
-118.21,34.17,24.0,8590.0,1231.0,3401.0,1178.0,8.1325,<1H OCEAN
-118.21,34.16,25.0,434.0,74.0,199.0,75.0,5.9199,<1H OCEAN
-118.2,34.16,31.0,5550.0,881.0,2465.0,862.0,6.8317,<1H OCEAN
-118.25,34.17,52.0,1532.0,292.0,631.0,275.0,5.1242,<1H OCEAN
-118.25,34.16,24.0,5131.0,1436.0,2690.0,1371.0,2.5668,<1H OCEAN
-118.27,34.17,48.0,1560.0,280.0,825.0,269.0,5.5118,<1H OCEAN
-118.28,34.17,22.0,2664.0,651.0,1553.0,629.0,3.6354,<1H OCEAN
-118.29,34.16,31.0,1262.0,338.0,1019.0,332.0,3.7083,<1H OCEAN
-118.29,34.16,42.0,413.0,107.0,349.0,107.0,4.3438,<1H OCEAN
-118.3,34.16,40.0,1875.0,460.0,869.0,438.0,3.2321,<1H OCEAN
-118.28,34.16,49.0,1393.0,290.0,605.0,282.0,2.9491,<1H OCEAN
-118.26,34.15,14.0,2981.0,894.0,1941.0,863.0,3.0,<1H OCEAN
-118.24,34.15,45.0,1235.0,271.0,499.0,263.0,3.1435,<1H OCEAN
-118.25,34.15,31.0,1238.0,338.0,605.0,331.0,2.8478,<1H OCEAN
-118.25,34.15,20.0,3960.0,1027.0,1729.0,978.0,3.0441,<1H OCEAN
-118.24,34.13,45.0,2170.0,401.0,1043.0,394.0,5.6921,<1H OCEAN
-118.26,34.14,29.0,3431.0,1222.0,4094.0,1205.0,2.2614,<1H OCEAN
-118.34,34.21,36.0,1834.0,316.0,864.0,309.0,4.7885,<1H OCEAN
-118.32,34.2,36.0,2110.0,346.0,984.0,342.0,6.9909,<1H OCEAN
-118.36,34.2,14.0,1878.0,614.0,1874.0,559.0,2.5267,<1H OCEAN
-118.32,34.19,37.0,1519.0,331.0,613.0,315.0,3.0179,<1H OCEAN
-118.3,34.17,37.0,350.0,115.0,342.0,111.0,3.0687,<1H OCEAN
-118.33,34.18,45.0,1552.0,315.0,785.0,316.0,3.7411,<1H OCEAN
-118.34,34.19,47.0,1721.0,343.0,834.0,334.0,4.1923,<1H OCEAN
-118.35,34.18,46.0,2711.0,491.0,1277.0,490.0,4.282,<1H OCEAN
-118.35,34.17,44.0,2572.0,613.0,1280.0,570.0,3.5583,<1H OCEAN
-118.35,34.17,47.0,858.0,170.0,365.0,171.0,2.0385,<1H OCEAN
-118.34,34.18,45.0,3566.0,701.0,1601.0,653.0,3.8668,<1H OCEAN
-118.33,34.17,44.0,1934.0,375.0,750.0,365.0,2.473,<1H OCEAN
-118.33,34.16,37.0,2381.0,575.0,1235.0,499.0,3.7941,<1H OCEAN
-118.34,34.16,44.0,1717.0,391.0,848.0,353.0,3.6111,<1H OCEAN
-118.33,34.16,44.0,2705.0,649.0,1676.0,654.0,3.4286,<1H OCEAN
-118.32,34.16,49.0,1074.0,170.0,403.0,208.0,6.2547,<1H OCEAN
-118.31,34.17,12.0,3188.0,931.0,2118.0,850.0,3.1823,<1H OCEAN
-118.44,34.28,38.0,1156.0,305.0,1359.0,289.0,2.5147,<1H OCEAN
-117.71,34.15,17.0,17715.0,2370.0,7665.0,2312.0,7.9068,INLAND
-117.73,34.12,26.0,1279.0,163.0,412.0,157.0,6.1731,INLAND
-117.8,34.15,14.0,7876.0,1253.0,3699.0,1162.0,5.5423,INLAND
-117.82,34.13,27.0,3770.0,573.0,1606.0,562.0,6.1321,INLAND
-117.91,34.14,42.0,2225.0,485.0,1544.0,464.0,2.2442,INLAND
-117.86,34.14,36.0,3097.0,667.0,1484.0,634.0,3.1905,INLAND
-117.85,34.13,31.0,1959.0,318.0,1021.0,303.0,4.3145,INLAND
-117.87,34.13,32.0,1741.0,373.0,872.0,333.0,3.4219,<1H OCEAN
-117.84,34.11,17.0,3499.0,621.0,1911.0,621.0,4.8894,INLAND
-117.77,34.11,28.0,1998.0,414.0,1124.0,389.0,3.75,INLAND
-117.74,34.11,28.0,3494.0,566.0,1391.0,522.0,5.3637,INLAND
-117.74,34.1,29.0,2742.0,488.0,2477.0,532.0,3.5072,INLAND
-117.71,34.1,41.0,555.0,130.0,1492.0,123.0,2.2813,INLAND
-117.71,34.08,26.0,2744.0,494.0,1411.0,465.0,4.2639,INLAND
-117.75,34.09,36.0,3094.0,556.0,1672.0,545.0,4.2143,INLAND
-117.76,34.06,33.0,1831.0,486.0,1625.0,472.0,1.9937,INLAND
-117.76,34.06,47.0,508.0,108.0,384.0,86.0,1.9583,INLAND
-117.79,34.07,33.0,1694.0,333.0,1689.0,301.0,3.7583,INLAND
-117.79,34.07,34.0,975.0,192.0,870.0,183.0,3.7933,INLAND
-117.76,34.06,30.0,1700.0,504.0,1719.0,459.0,2.227,INLAND
-117.76,34.05,36.0,3839.0,1004.0,4711.0,942.0,2.3859,INLAND
-117.75,34.07,52.0,1279.0,213.0,444.0,204.0,5.2269,INLAND
-117.73,34.06,51.0,498.0,115.0,368.0,112.0,1.4063,INLAND
-117.74,34.05,29.0,2452.0,700.0,3029.0,665.0,2.1354,INLAND
-117.73,34.03,42.0,1967.0,378.0,1459.0,348.0,3.0375,INLAND
-117.74,34.04,27.0,2215.0,440.0,1987.0,449.0,3.0429,INLAND
-117.83,33.99,14.0,17527.0,2751.0,8380.0,2676.0,6.2734,<1H OCEAN
-117.87,34.04,7.0,27700.0,4179.0,15037.0,4072.0,6.6288,<1H OCEAN
-117.86,34.02,19.0,6300.0,937.0,3671.0,943.0,5.9716,<1H OCEAN
-117.86,34.08,31.0,2524.0,349.0,1003.0,343.0,7.5196,<1H OCEAN
-117.86,34.09,29.0,3855.0,585.0,2205.0,609.0,5.5496,<1H OCEAN
-117.87,34.09,31.0,1484.0,327.0,927.0,317.0,3.6484,<1H OCEAN
-117.88,34.1,32.0,3357.0,621.0,1696.0,604.0,4.2685,<1H OCEAN
-117.89,34.09,36.0,1811.0,320.0,1005.0,332.0,5.5629,<1H OCEAN
-117.88,34.12,34.0,912.0,165.0,522.0,150.0,4.0417,<1H OCEAN
-117.87,34.11,23.0,4066.0,819.0,2105.0,737.0,4.6556,<1H OCEAN
-117.88,34.11,30.0,3082.0,602.0,2008.0,619.0,4.1411,<1H OCEAN
-117.89,34.12,35.0,1447.0,272.0,1224.0,268.0,3.9934,<1H OCEAN
-117.88,34.12,36.0,2029.0,351.0,1327.0,364.0,4.1836,<1H OCEAN
-117.9,34.13,25.0,3076.0,856.0,2868.0,752.0,2.6619,<1H OCEAN
-117.9,34.12,33.0,1555.0,361.0,1571.0,386.0,4.0529,<1H OCEAN
-117.91,34.12,33.0,1391.0,309.0,1038.0,298.0,4.1944,<1H OCEAN
-117.93,34.12,36.0,294.0,67.0,266.0,80.0,3.5385,INLAND
-117.91,34.11,20.0,3158.0,684.0,2396.0,713.0,3.525,<1H OCEAN
-117.97,34.11,18.0,123.0,28.0,121.0,26.0,3.0417,INLAND
-117.98,34.08,17.0,3640.0,830.0,3537.0,807.0,3.4784,INLAND
-117.98,34.1,22.0,5661.0,1209.0,5389.0,1178.0,3.7727,INLAND
-117.97,34.09,27.0,3569.0,761.0,3339.0,762.0,4.1304,INLAND
-117.95,34.09,21.0,2215.0,484.0,1792.0,419.0,2.8375,<1H OCEAN
-117.95,34.09,18.0,1179.0,324.0,1296.0,331.0,2.851,<1H OCEAN
-117.93,34.09,35.0,782.0,153.0,499.0,163.0,4.2062,<1H OCEAN
-117.93,34.09,37.0,1185.0,225.0,769.0,235.0,4.4625,<1H OCEAN
-117.92,34.08,36.0,1285.0,228.0,679.0,231.0,3.8705,<1H OCEAN
-117.93,34.08,36.0,1371.0,246.0,806.0,241.0,4.5078,<1H OCEAN
-117.9,34.09,39.0,1726.0,333.0,892.0,335.0,4.3409,<1H OCEAN
-117.9,34.07,35.0,1646.0,294.0,1056.0,280.0,3.055,<1H OCEAN
-117.9,34.06,34.0,2956.0,469.0,1488.0,464.0,5.3664,<1H OCEAN
-117.92,34.06,34.0,2819.0,609.0,1718.0,558.0,3.5547,<1H OCEAN
-117.92,34.07,36.0,1057.0,207.0,658.0,207.0,4.7708,<1H OCEAN
-117.91,34.05,35.0,3189.0,,1727.0,500.0,5.0758,<1H OCEAN
-117.93,34.05,36.0,1340.0,221.0,848.0,244.0,4.1731,<1H OCEAN
-117.94,34.06,34.0,1921.0,422.0,1230.0,447.0,3.6648,<1H OCEAN
-117.95,34.06,32.0,2252.0,415.0,1370.0,411.0,4.6312,<1H OCEAN
-117.96,34.06,31.0,2017.0,462.0,1462.0,457.0,2.067,<1H OCEAN
-117.96,34.04,35.0,1141.0,212.0,924.0,212.0,3.1591,<1H OCEAN
-117.96,34.04,33.0,1458.0,268.0,1115.0,257.0,4.7955,<1H OCEAN
-117.94,34.03,35.0,1499.0,289.0,1112.0,268.0,3.83,<1H OCEAN
-117.95,34.03,33.0,1782.0,394.0,1517.0,376.0,3.3389,<1H OCEAN
-117.92,34.03,35.0,1341.0,233.0,898.0,216.0,4.1118,<1H OCEAN
-117.9,34.05,33.0,629.0,76.0,253.0,75.0,7.6286,<1H OCEAN
-117.91,34.02,22.0,6269.0,,5587.0,1251.0,3.8201,<1H OCEAN
-117.88,34.0,32.0,265.0,51.0,170.0,50.0,3.9375,<1H OCEAN
-117.89,33.99,22.0,3272.0,618.0,1784.0,591.0,4.0324,<1H OCEAN
-117.87,33.99,21.0,2837.0,515.0,2031.0,555.0,4.9271,<1H OCEAN
-117.98,33.98,27.0,2275.0,346.0,1039.0,333.0,6.2217,<1H OCEAN
-117.95,34.0,34.0,2376.0,468.0,1858.0,449.0,4.1328,<1H OCEAN
-117.95,33.99,15.0,3978.0,692.0,2418.0,665.0,5.0142,<1H OCEAN
-117.95,33.99,24.0,1219.0,177.0,610.0,185.0,6.7978,<1H OCEAN
-117.96,33.98,25.0,1259.0,184.0,599.0,170.0,5.7407,<1H OCEAN
-117.74,34.06,4.0,1391.0,506.0,727.0,369.0,1.4722,INLAND
-117.95,34.14,13.0,3859.0,710.0,2283.0,759.0,4.5594,INLAND
-117.97,34.14,15.0,3595.0,964.0,1839.0,877.0,2.6014,INLAND
-117.97,34.13,33.0,2038.0,473.0,1546.0,469.0,3.4777,INLAND
-118.04,34.18,37.0,3134.0,532.0,1220.0,508.0,5.2865,INLAND
-118.05,34.16,36.0,3908.0,732.0,1688.0,725.0,4.5625,INLAND
-118.05,34.16,41.0,3320.0,713.0,1236.0,659.0,3.5694,INLAND
-118.05,34.15,32.0,5131.0,665.0,1877.0,622.0,8.2004,INLAND
-118.03,34.14,44.0,1446.0,250.0,721.0,243.0,4.7308,INLAND
-118.04,34.13,22.0,3359.0,643.0,1227.0,588.0,4.645,INLAND
-118.04,34.15,34.0,1523.0,311.0,676.0,295.0,3.3621,INLAND
-117.98,34.14,27.0,6341.0,1289.0,2899.0,1192.0,3.6336,INLAND
-118.0,34.12,42.0,870.0,170.0,546.0,164.0,4.625,INLAND
-118.01,34.13,38.0,3374.0,671.0,1906.0,640.0,4.0729,INLAND
-118.01,34.12,32.0,1937.0,332.0,922.0,340.0,3.94,INLAND
-118.02,34.1,36.0,452.0,80.0,248.0,83.0,1.9688,INLAND
-118.02,34.11,39.0,1504.0,280.0,718.0,261.0,4.625,INLAND
-118.03,34.1,31.0,2647.0,539.0,1473.0,520.0,3.94,INLAND
-118.03,34.1,32.0,2668.0,609.0,1512.0,541.0,2.9422,INLAND
-118.04,34.12,44.0,2007.0,288.0,921.0,307.0,6.5989,INLAND
-118.06,34.1,38.0,1960.0,330.0,874.0,308.0,4.8594,<1H OCEAN
-118.06,34.09,40.0,1975.0,389.0,1116.0,378.0,4.2898,<1H OCEAN
-118.07,34.09,40.0,1745.0,370.0,1293.0,357.0,2.5474,<1H OCEAN
-118.04,34.09,34.0,2001.0,388.0,1461.0,397.0,3.8304,INLAND
-118.04,34.08,35.0,1148.0,258.0,975.0,253.0,4.037,<1H OCEAN
-118.01,34.1,27.0,2424.0,542.0,1713.0,557.0,3.8085,INLAND
-118.01,34.08,35.0,1852.0,358.0,1414.0,347.0,4.275,INLAND
-118.06,34.08,42.0,1988.0,402.0,1239.0,402.0,3.2569,<1H OCEAN
-118.07,34.08,37.0,1210.0,252.0,733.0,243.0,2.806,<1H OCEAN
-118.03,34.06,27.0,2510.0,783.0,3481.0,726.0,2.4875,<1H OCEAN
-118.08,34.07,32.0,4089.0,975.0,3775.0,955.0,3.29,<1H OCEAN
-118.05,34.05,36.0,1084.0,202.0,920.0,199.0,3.7279,<1H OCEAN
-118.06,34.04,28.0,1516.0,363.0,1011.0,344.0,2.6288,<1H OCEAN
-118.05,34.04,33.0,1348.0,,1098.0,257.0,4.2917,<1H OCEAN
-118.02,34.05,34.0,1610.0,513.0,2050.0,508.0,2.5562,<1H OCEAN
-118.02,34.05,33.0,2464.0,627.0,2932.0,568.0,3.0625,<1H OCEAN
-118.02,34.04,28.0,6175.0,1449.0,5041.0,1408.0,2.8821,<1H OCEAN
-118.07,34.17,36.0,2415.0,394.0,1215.0,413.0,5.5418,INLAND
-118.13,34.19,43.0,1621.0,365.0,1015.0,329.0,2.92,INLAND
-118.14,34.2,39.0,2569.0,426.0,1282.0,432.0,5.0953,INLAND
-118.15,34.21,34.0,2765.0,515.0,1422.0,438.0,5.4727,INLAND
-118.15,34.19,47.0,1717.0,314.0,868.0,295.0,3.6094,<1H OCEAN
-118.18,34.2,44.0,1473.0,250.0,668.0,239.0,8.72,<1H OCEAN
-118.2,34.21,40.0,1477.0,228.0,609.0,224.0,7.8375,<1H OCEAN
-118.2,34.19,38.0,2176.0,266.0,798.0,243.0,15.0001,<1H OCEAN
-118.18,34.17,43.0,4269.0,591.0,1467.0,582.0,9.0702,<1H OCEAN
-118.16,34.18,44.0,1870.0,389.0,1345.0,391.0,1.8932,<1H OCEAN
-118.15,34.18,42.0,1521.0,320.0,1118.0,311.0,3.3125,<1H OCEAN
-118.16,34.19,44.0,2195.0,449.0,1377.0,417.0,3.5887,<1H OCEAN
-118.11,34.18,52.0,3571.0,510.0,1434.0,490.0,5.9009,INLAND
-118.13,34.18,52.0,3094.0,519.0,1309.0,488.0,6.4223,INLAND
-118.1,34.17,48.0,1111.0,229.0,421.0,202.0,3.2813,INLAND
-118.11,34.17,50.0,3374.0,598.0,1484.0,569.0,4.99,INLAND
-118.12,34.17,37.0,2705.0,676.0,1551.0,608.0,2.2692,INLAND
-118.16,34.16,43.0,1276.0,226.0,545.0,209.0,4.1518,<1H OCEAN
-118.16,34.15,19.0,1721.0,290.0,571.0,278.0,6.6031,<1H OCEAN
-118.13,34.16,36.0,2162.0,658.0,1337.0,590.0,2.2095,<1H OCEAN
-118.13,34.15,28.0,1119.0,334.0,739.0,323.0,2.5903,<1H OCEAN
-118.13,34.16,52.0,1787.0,427.0,1107.0,410.0,2.5664,<1H OCEAN
-118.09,34.17,36.0,2875.0,552.0,1131.0,458.0,4.3083,INLAND
-118.1,34.16,44.0,2795.0,496.0,1235.0,469.0,4.2386,INLAND
-118.12,34.17,52.0,2166.0,483.0,1308.0,467.0,3.0417,INLAND
-118.11,34.15,40.0,1950.0,509.0,1038.0,438.0,2.6172,<1H OCEAN
-118.12,34.16,52.0,2218.0,437.0,1211.0,422.0,5.0237,<1H OCEAN
-118.1,34.15,14.0,1442.0,369.0,782.0,343.0,2.7431,INLAND
-118.08,34.16,42.0,3490.0,665.0,1713.0,620.0,4.5461,INLAND
-118.09,34.15,52.0,670.0,141.0,268.0,110.0,3.5568,INLAND
-118.07,34.15,45.0,1095.0,237.0,672.0,234.0,3.4087,INLAND
-118.12,34.14,52.0,2337.0,352.0,981.0,328.0,5.8692,<1H OCEAN
-118.16,34.14,27.0,1551.0,254.0,816.0,233.0,8.2435,<1H OCEAN
-118.15,34.13,30.0,2763.0,520.0,1143.0,465.0,4.7298,<1H OCEAN
-118.13,34.13,52.0,2826.0,381.0,924.0,365.0,7.9976,<1H OCEAN
-118.14,34.13,16.0,3569.0,821.0,1505.0,783.0,4.9167,<1H OCEAN
-118.1,34.13,44.0,1745.0,237.0,693.0,248.0,9.7912,<1H OCEAN
-118.08,34.12,34.0,2921.0,641.0,1541.0,562.0,3.6827,<1H OCEAN
-118.07,34.11,47.0,832.0,194.0,419.0,156.0,3.1576,<1H OCEAN
-118.09,34.11,45.0,1883.0,275.0,764.0,289.0,6.5078,<1H OCEAN
-118.11,34.1,49.0,2812.0,478.0,1329.0,490.0,5.2503,<1H OCEAN
-118.12,34.11,48.0,2124.0,319.0,785.0,319.0,5.2131,<1H OCEAN
-118.12,34.1,34.0,2918.0,555.0,1435.0,568.0,4.2344,<1H OCEAN
-118.14,34.09,20.0,3447.0,1007.0,2622.0,934.0,2.918,<1H OCEAN
-118.15,34.11,52.0,2375.0,369.0,930.0,351.0,7.4111,<1H OCEAN
-118.15,34.11,39.0,2618.0,582.0,1314.0,532.0,3.5875,<1H OCEAN
-118.16,34.09,52.0,1722.0,448.0,1122.0,425.0,3.1204,<1H OCEAN
-118.15,34.08,48.0,3697.0,816.0,2446.0,787.0,3.3988,<1H OCEAN
-118.14,34.08,30.0,1433.0,397.0,1110.0,346.0,2.3464,<1H OCEAN
-118.14,34.08,24.0,2999.0,786.0,2937.0,796.0,2.9405,<1H OCEAN
-118.1,34.1,41.0,1379.0,315.0,1249.0,309.0,2.6553,<1H OCEAN
-118.07,34.1,28.0,676.0,177.0,543.0,185.0,3.2361,<1H OCEAN
-118.08,34.08,43.0,1716.0,402.0,1343.0,386.0,2.9688,<1H OCEAN
-118.11,34.08,45.0,1106.0,226.0,779.0,205.0,4.5446,<1H OCEAN
-118.12,34.08,52.0,1437.0,290.0,980.0,282.0,5.3032,<1H OCEAN
-118.12,34.08,36.0,2433.0,585.0,1565.0,563.0,3.2344,<1H OCEAN
-118.13,34.07,32.0,1880.0,428.0,1404.0,424.0,3.085,<1H OCEAN
-118.16,34.07,47.0,2994.0,543.0,1651.0,561.0,3.8644,<1H OCEAN
-118.11,34.06,16.0,2416.0,565.0,1750.0,514.0,2.8229,<1H OCEAN
-118.09,34.07,38.0,1036.0,226.0,1058.0,235.0,3.2578,<1H OCEAN
-118.09,34.07,31.0,1054.0,252.0,1032.0,258.0,2.3424,<1H OCEAN
-118.1,34.06,36.0,1463.0,369.0,1492.0,366.0,3.25,<1H OCEAN
-118.11,34.04,28.0,3913.0,696.0,2264.0,697.0,5.2446,<1H OCEAN
-118.14,34.03,38.0,1447.0,293.0,1042.0,284.0,4.1375,<1H OCEAN
-118.14,34.04,40.0,1966.0,391.0,1120.0,362.0,3.7109,<1H OCEAN
-118.11,34.03,36.0,1493.0,316.0,989.0,293.0,3.5272,<1H OCEAN
-117.98,33.94,36.0,4297.0,717.0,2038.0,700.0,5.2851,<1H OCEAN
-117.99,33.95,30.0,2217.0,284.0,851.0,291.0,10.4835,<1H OCEAN
-118.08,34.02,14.0,3789.0,810.0,2551.0,793.0,2.9321,<1H OCEAN
-118.09,34.01,42.0,897.0,229.0,1094.0,238.0,2.0729,<1H OCEAN
-118.09,34.01,31.0,1108.0,238.0,1151.0,229.0,4.3333,<1H OCEAN
-118.09,34.0,35.0,1580.0,331.0,1290.0,338.0,4.1458,<1H OCEAN
-118.09,33.98,37.0,1270.0,272.0,1092.0,274.0,3.5,<1H OCEAN
-118.06,33.99,45.0,1471.0,255.0,670.0,250.0,4.5478,<1H OCEAN
-118.03,33.99,52.0,2792.0,461.0,1177.0,439.0,3.4312,<1H OCEAN
-118.02,33.98,23.0,1995.0,306.0,707.0,293.0,8.6677,<1H OCEAN
-118.02,33.97,34.0,1903.0,293.0,887.0,306.0,6.148,<1H OCEAN
-118.03,33.97,36.0,1601.0,290.0,715.0,284.0,4.8152,<1H OCEAN
-118.04,33.97,29.0,2376.0,700.0,1968.0,680.0,2.6082,<1H OCEAN
-118.03,33.96,37.0,1745.0,365.0,1022.0,368.0,4.0536,<1H OCEAN
-118.03,33.95,37.0,1772.0,321.0,934.0,326.0,4.1471,<1H OCEAN
-118.04,33.96,37.0,1948.0,395.0,1163.0,379.0,3.225,<1H OCEAN
-118.06,33.97,37.0,1645.0,308.0,1077.0,320.0,4.3203,<1H OCEAN
-118.07,33.98,32.0,3304.0,714.0,2032.0,690.0,3.2093,<1H OCEAN
-118.07,33.98,41.0,1478.0,273.0,916.0,281.0,3.9688,<1H OCEAN
-118.07,33.97,36.0,1887.0,370.0,1006.0,329.0,3.1554,<1H OCEAN
-118.08,33.97,38.0,1026.0,190.0,789.0,193.0,4.2,<1H OCEAN
-118.07,33.97,36.0,1265.0,273.0,1052.0,253.0,4.8929,<1H OCEAN
-118.09,33.98,39.0,936.0,194.0,691.0,211.0,3.6875,<1H OCEAN
-118.1,33.98,33.0,1927.0,482.0,1623.0,479.0,3.5268,<1H OCEAN
-118.1,33.96,36.0,1184.0,240.0,946.0,232.0,4.0357,<1H OCEAN
-118.1,33.97,20.0,1878.0,548.0,1461.0,516.0,2.9821,<1H OCEAN
-118.08,33.95,32.0,1962.0,387.0,1274.0,398.0,4.8304,<1H OCEAN
-118.09,33.94,33.0,1976.0,404.0,1379.0,395.0,3.8542,<1H OCEAN
-118.05,33.95,33.0,1954.0,390.0,1600.0,376.0,3.6125,<1H OCEAN
-118.04,33.92,34.0,1995.0,417.0,1573.0,407.0,3.4907,<1H OCEAN
-118.02,33.93,35.0,2400.0,398.0,1218.0,408.0,4.1312,<1H OCEAN
-118.03,33.94,30.0,2572.0,521.0,1564.0,501.0,3.4861,<1H OCEAN
-118.01,33.95,36.0,1579.0,290.0,816.0,276.0,4.4318,<1H OCEAN
-118.01,33.95,37.0,1165.0,210.0,627.0,221.0,4.6923,<1H OCEAN
-118.02,33.95,35.0,2085.0,400.0,1112.0,391.0,3.4886,<1H OCEAN
-117.99,33.94,30.0,2395.0,565.0,1214.0,521.0,3.7045,<1H OCEAN
-118.0,33.94,35.0,2603.0,482.0,1305.0,507.0,3.9543,<1H OCEAN
-118.01,33.94,36.0,1921.0,329.0,969.0,327.0,4.9191,<1H OCEAN
-117.99,33.93,36.0,1287.0,233.0,779.0,229.0,4.8523,<1H OCEAN
-118.0,33.93,35.0,1288.0,240.0,758.0,250.0,4.9205,<1H OCEAN
