id,Amount_Requested,Loan_Purpose,Loan_Length,Status,Debt_To_Income_Ratio,Home_Ownership,FICO,Open_CREDIT_Lines,Revolving_CREDIT_Balance,Inquiries_in_the_Last_6_Months
81620,4800,other,60 months,accepted,27.69,RENT,682.0,9.0,6563.0,0.0
37389,9500,debt_consolidation,36 months,pending,19.28,MORTGAGE,737.0,8.0,5240.0,0.0
3204,15000,home_improvement,36 months,accepted,13.78,MORTGAGE,707.0,8.0,21702.0,3.0
10554,6000,debt_consolidation,36 months,pending,7.73,RENT,677.0,6.0,3507.0,0.0
94092,12300,debt_consolidation,36 months,accepted,7.15,RENT,742.0,10.0,10976.0,0.0
43387,24000,other,36 months,accepted,17.95,OWNER,757.0,6.0,19509.0,0.0
103784,2000,other,36 months,accepted,20.5,MORTGAGE,707.0,19.0,20653.0,5.0
54576,14000,debt_consolidation,36 months,accepted,22.55,MORTGAGE,712.0,8.0,25026.0,0.0
47468,10000,debt_consolidation,36 months,accepted,5.95,OWNER,702.0,5.0,10752.0,0.0
2578,13000,small_business,36 months,pending,16.14,MORTGAGE,787.0,6.0,0.0,1.0
73765,5000,other,60 months,accepted,11.8,RENT,692.0,7.0,8745.0,1.0
36519,6000,credit_card,36 months,accepted,11.68,RENT,672.0,6.0,9482.0,0.0
90239,10050,debt_consolidation,36 months,accepted,6.07,RENT,712.0,9.0,7413.0,1.0
45980,4800,debt_consolidation,36 months,accepted,19.07,RENT,722.0,12.0,6813.0,3.0
55803,14400,debt_consolidation,36 months,accepted,5.9,MORTGAGE,702.0,15.0,10017.0,0.0
98051,11625,debt_consolidation,36 months,accepted,16.73,RENT,697.0,8.0,17469.0,0.0
62884,18200,credit_card,36 months,accepted,7.95,RENT,722.0,13.0,16184.0,2.0
16406,20000,debt_consolidation,36 months,accepted,15.68,MORTGAGE,712.0,9.0,32392.0,1.0
37065,9600,credit_card,60 months,accepted,12.9,RENT,697.0,7.0,13648.0,1.0
4644,9000,car,36 months,accepted,0.48,RENT,717.0,6.0,0.0,1.0
57169,35000,debt_consolidation,60 months,accepted,27.69,RENT,727.0,15.0,29300.0,0.0
33050,1900,debt_consolidation,36 months,accepted,19.27,MORTGAGE,737.0,12.0,18397.0,2.0
46324,20000,debt_consolidation,36 months,accepted,15.34,RENT,712.0,8.0,12394.0,1.0
20367,2400,wedding,36 months,accepted,9.54,MORTGAGE,677.0,6.0,2174.0,0.0
36837,4500,debt_consolidation,36 months,accepted,15.87,MORTGAGE,677.0,15.0,11963.0,0.0
68829,12000,debt_consolidation,36 months,accepted,19.41,MORTGAGE,712.0,10.0,32028.0,1.0
694,10000,debt_consolidation,36 months,accepted,5.91,MORTGAGE,732.0,16.0,18343.0,0.0
61873,11575,debt_consolidation,36 months,accepted,17.47,MORTGAGE,732.0,8.0,5654.0,0.0
94081,20000,credit_card,36 months,accepted,21.61,MORTGAGE,722.0,14.0,27904.0,1.0
101622,6000,debt_consolidation,36 months,accepted,10.23,RENT,642.0,6.0,4103.0,0.0
21900,2800,debt_consolidation,36 months,accepted,20.32,RENT,702.0,4.0,8717.0,0.0
70285,6000,credit_card,36 months,accepted,9.93,RENT,682.0,6.0,5815.0,1.0
16069,20000,debt_consolidation,36 months,accepted,15.16,RENT,737.0,10.0,20965.0,0.0
57923,22000,debt_consolidation,60 months,accepted,18.28,MORTGAGE,722.0,9.0,20181.0,0.0
99914,10000,debt_consolidation,36 months,accepted,20.34,RENT,677.0,9.0,8066.0,0.0
100662,9450,credit_card,36 months,accepted,11.74,MORTGAGE,692.0,13.0,17639.0,2.0
20530,10400,debt_consolidation,36 months,accepted,13.02,MORTGAGE,727.0,10.0,19656.0,3.0
20329,15875,debt_consolidation,60 months,accepted,22.1,RENT,722.0,5.0,14289.0,2.0
53424,18000,other,60 months,accepted,14.89,MORTGAGE,732.0,7.0,4038.0,0.0
47764,8000,other,36 months,accepted,2.93,RENT,712.0,8.0,5540.0,0.0
94950,12000,moving,36 months,accepted,20.06,RENT,762.0,8.0,14163.0,0.0
15213,20000,debt_consolidation,60 months,accepted,12.36,OWNER,797.0,9.0,7960.0,2.0
38976,10000,debt_consolidation,36 months,accepted,18.55,RENT,662.0,9.0,7565.0,3.0
40113,24500,debt_consolidation,60 months,accepted,23.02,RENT,682.0,13.0,18906.0,0.0
71538,10000,debt_consolidation,36 months,accepted,19.58,RENT,697.0,17.0,16348.0,0.0
48972,3600,credit_card,36 months,accepted,26.21,MORTGAGE,737.0,19.0,25.0,2.0
31876,12000,debt_consolidation,60 months,accepted,6.94,MORTGAGE,672.0,8.0,4904.0,0.0
48894,6950,credit_card,36 months,accepted,20.71,OWNER,687.0,7.0,18814.0,0.0
74320,8525,debt_consolidation,36 months,accepted,26.14,MORTGAGE,707.0,8.0,31398.0,0.0
65600,5000,credit_card,36 months,accepted,28.51,RENT,692.0,14.0,5957.0,2.0
38529,4800,debt_consolidation,60 months,accepted,13.81,RENT,697.0,13.0,16302.0,0.0
18088,6000,debt_consolidation,36 months,accepted,21.36,MORTGAGE,667.0,11.0,4363.0,3.0
47960,4000,small_business,60 months,accepted,9.03,RENT,682.0,19.0,2177.0,2.0
48295,14000,debt_consolidation,36 months,accepted,14.67,RENT,747.0,12.0,16648.0,0.0
46245,23500,debt_consolidation,36 months,accepted,19.48,RENT,687.0,7.0,20542.0,0.0
13454,2500,major_purchase,36 months,pending,24.07,MORTGAGE,667.0,10.0,2684.0,3.0
16524,2000,major_purchase,36 months,accepted,2.63,RENT,747.0,9.0,736.0,0.0
92631,24000,credit_card,60 months,accepted,11.77,MORTGAGE,677.0,11.0,20676.0,3.0
14193,12800,debt_consolidation,60 months,pending,6.72,MORTGAGE,727.0,7.0,11992.0,1.0
51829,8000,wedding,36 months,pending,21.58,RENT,727.0,5.0,0.0,0.0
31000,3000,credit_card,36 months,accepted,21.3,OWNER,712.0,10.0,3168.0,1.0
86532,7000,credit_card,36 months,accepted,1.41,RENT,727.0,4.0,5093.0,0.0
8102,18000,credit_card,36 months,accepted,6.24,MORTGAE,692.0,13.0,14838.0,0.0
3112,9000,debt_consolidation,36 months,accepted,8.21,MORTGAGE,672.0,7.0,19696.0,1.0
31448,11000,debt_consolidation,36 months,accepted,4.26,MORTGAGE,697.0,11.0,4124.0,0.0
51408,6000,major_purchase,36 months,accepted,14.99,RENT,722.0,10.0,2928.0,0.0
6646,6500,debt_consolidation,36 months,accepted,18.0,RENT,787.0,5.0,2816.0,0.0
87572,19500,credit_card,36 months,accepted,9.79,RENT,677.0,16.0,14957.0,1.0
33225,16000,major_purchase,60 months,pending,19.26,RENT,697.0,7.0,5231.0,1.0
93794,18000,debt_consolidation,60 months,accepted,13.98,MORTGAGE,687.0,11.0,14890.0,2.0
54455,30000,debt_consolidation,60 months,accepted,17.39,MORTGAGE,667.0,21.0,56145.0,1.0
93742,10000,debt_consolidation,36 months,accepted,5.82,RENT,662.0,14.0,11394.0,0.0
12860,16000,debt_consolidation,60 months,accepted,12.86,MORTGAGE,702.0,11.0,19407.0,1.0
41993,35000,debt_consolidation,36 months,pending,11.8,MORTGAGE,692.0,12.0,21393.0,1.0
18447,8000,wedding,36 months,accepted,9.67,RENT,667.0,6.0,12110.0,1.0
71782,14500,debt_consolidation,36 months,accepted,28.29,MORTGAGE,702.0,12.0,18020.0,2.0
7789,12000,other,36 months,accepted,19.02,RENT,722.0,9.0,11779.0,0.0
19675,4500,car,36 months,accepted,1.23,RENT,672.0,5.0,1847.0,1.0
5858,16500,debt_consolidation,36 months,accepted,17.44,RENT,727.0,7.0,24351.0,1.0
43307,10000,debt_consolidation,36 months,accepted,14.32,MORTGAGE,707.0,9.0,17161.0,0.0
88490,35000,credit_card,60 months,accepted,13.4,MORTGAGE,692.0,7.0,26633.0,0.0
101891,21000,home_improvement,36 months,accepted,21.28,OWNER,747.0,31.0,270800.0,5.0
102234,8400,debt_consolidation,36 months,accepted,15.71,RENT,642.0,7.0,14578.0,3.0
65443,6000,credit_card,36 months,accepted,9.31,OWNER,707.0,14.0,5056.0,0.0
47597,12000,debt_consolidation,36 months,accepted,14.62,OWNER,667.0,3.0,6309.0,0.0
30397,12100,small_business,36 months,accepted,11.16,MORTGAGE,667.0,5.0,2081.0,0.0
92868,25000,home_improvement,36 months,accepted,4.79,MORTGAGE,677.0,5.0,8811.0,0.0
89683,16000,debt_consolidation,36 months,accepted,14.48,MORTGAGE,782.0,11.0,71838.0,1.0
48006,27000,home_improvement,36 months,accepted,22.32,MORTGAGE,692.0,9.0,6658.0,1.0
66892,12250,debt_consolidation,36 months,accepted,17.21,OWNER,667.0,7.0,10523.0,0.0
79618,10000,debt_consolidation,36 months,accepted,22.6,RENT,667.0,12.0,12938.0,2.0
55180,9175,credit_card,36 months,pending,19.43,MORTGAGE,677.0,8.0,25639.0,0.0
75159,14075,debt_consolidation,36 months,accepted,25.7,OWNER,682.0,13.0,11907.0,2.0
48624,13100,debt_consolidation,36 months,accepted,23.24,RENT,662.0,19.0,19607.0,1.0
75022,14675,debt_consolidation,36 months,accepted,14.95,MORTGAGE,717.0,6.0,12764.0,0.0
5733,5000,major_purchase,36 months,accepted,2.84,RENT,712.0,6.0,2650.0,2.0
92795,18000,debt_consolidation,36 months,accepted,26.54,MORTGAGE,672.0,11.0,16680.0,0.0
94514,12000,debt_consolidation,36 months,accepted,15.1,RENT,777.0,7.0,12094.0,0.0
83906,19400,debt_consolidation,36 months,accepted,16.15,MORTGAGE,682.0,12.0,12434.0,0.0
93318,18000,debt_consolidation,36 months,accepted,19.29,RENT,667.0,15.0,26573.0,0.0
62203,12000,debt_consolidation,36 months,accepted,9.84,MORTGAGE,667.0,11.0,15866.0,0.0
60969,8000,debt_consolidation,36 months,accepted,26.11,MORTGAGE,677.0,15.0,11500.0,0.0
94593,23750,debt_consolidation,60 months,accepted,14.22,RENT,712.0,12.0,10549.0,3.0
12932,7500,debt_consolidation,36 months,accepted,10.74,MORTGAE,697.0,8.0,8257.0,0.0
37813,5500,debt_consolidation,36 months,accepted,21.24,RENT,682.0,7.0,5056.0,1.0
70028,16950,debt_consolidation,60 months,accepted,26.62,MORTGAGE,712.0,7.0,12588.0,3.0
80138,3000,major_purchase,36 months,accepted,27.74,MORTGAGE,717.0,6.0,6346.0,0.0
26033,1600,debt_consolidation,36 months,accepted,12.1,RENT,672.0,5.0,1214.0,0.0
26950,6000,home_improvement,36 months,accepted,14.66,MORTGAGE,717.0,12.0,7961.0,0.0
86660,7350,debt_consolidation,36 months,accepted,19.85,OWNER,697.0,19.0,11626.0,3.0
97487,12825,debt_consolidation,36 months,accepted,24.41,MORTGAGE,672.0,15.0,8539.0,1.0
88522,24000,debt_consolidation,60 months,accepted,23.69,MORTGAGE,687.0,17.0,36555.0,3.0
64166,10000,debt_consolidation,60 months,accepted,16.47,RENT,697.0,5.0,7597.0,0.0
68487,5500,debt_consolidation,36 months,accepted,27.83,OWNER,677.0,5.0,10481.0,1.0
15014,17500,debt_consolidation,36 months,accepted,9.3,RENT,697.0,9.0,31279.0,0.0
98373,10000,credit_card,36 months,accepted,19.01,MORTGAGE,682.0,11.0,14426.0,1.0
17664,20000,debt_consolidation,36 months,pending,12.27,MORTGAGE,772.0,13.0,29813.0,1.0
31943,11600,debt_consolidation,36 months,accepted,8.62,RENT,737.0,8.0,2671.0,1.0
29365,12000,debt_consolidation,60 months,accepted,12.98,RENT,717.0,8.0,2316.0,1.0
1800,13000,small_business,36 months,accepted,14.05,MORTGAGE,722.0,8.0,9551.0,0.0
57003,8575,debt_consolidation,36 months,pending,9.84,RENT,667.0,6.0,8807.0,2.0
66296,6100,credit_card,36 months,accepted,9.51,RENT,687.0,10.0,5665.0,2.0
49473,14000,credit_card,36 months,accepted,14.26,MORTGAGE,682.0,5.0,11249.0,2.0
92016,10500,debt_consolidation,36 months,accepted,19.55,MORTGAGE,672.0,7.0,11301.0,0.0
82922,19600,small_business,60 months,accepted,9.76,RENT,677.0,8.0,11669.0,0.0
98272,15000,credit_card,36 months,pending,10.27,RENT,672.0,11.0,10108.0,0.0
94925,8000,other,36 months,accepted,5.28,MORTGAGE,727.0,11.0,12484.0,1.0
70905,20000,debt_consolidation,36 months,accepted,27.47,MORTGAGE,662.0,15.0,26976.0,0.0
6723,11000,debt_consolidation,36 months,accepted,18.89,RENT,702.0,6.0,6811.0,1.0
102775,6000,credit_card,36 months,accepted,6.6,RENT,677.0,5.0,3433.0,1.0
84633,12000,debt_consolidation,36 months,accepted,3.11,MORTGAGE,707.0,12.0,11941.0,0.0
58263,17000,debt_consolidation,36 months,accepted,16.92,RENT,692.0,10.0,8890.0,0.0
69300,6250,debt_consolidation,36 months,accepted,8.45,RENT,722.0,6.0,3295.0,0.0
76916,27825,debt_consolidation,60 months,accepted,12.86,RENT,667.0,16.0,27093.0,1.0
97076,30000,debt_consolidation,36 months,accepted,15.42,RENT,682.0,21.0,29060.0,1.0
2746,4200,home_improvement,36 months,accepted,4.62,MORTGAGE,677.0,6.0,2255.0,1.0
95637,3800,small_business,36 months,accepted,8.31,RENT,682.0,6.0,4843.0,2.0
53567,2000,moving,36 months,accepted,21.43,RENT,672.0,5.0,2162.0,3.0
77867,6000,debt_consolidation,36 months,accepted,24.25,RENT,682.0,12.0,24934.0,1.0
65121,21000,debt_consolidation,60 months,accepted,16.24,RENT,687.0,8.0,8764.0,2.0
41900,2500,credit_card,36 months,pending,6.24,RENT,682.0,8.0,15373.0,0.0
33269,2400,other,36 months,pending,17.0,RENT,692.0,3.0,3418.0,1.0
48581,13000,credit_card,36 months,pending,15.46,RENT,722.0,4.0,11101.0,0.0
52893,4800,credit_card,36 months,accepted,13.9,RENT,667.0,8.0,7391.0,0.0
36929,17475,credit_card,36 months,accepted,17.76,RENT,732.0,15.0,17261.0,1.0
57431,16450,debt_consolidation,60 months,accepted,25.59,MORTGAGE,672.0,23.0,12670.0,2.0
40879,14000,debt_consolidation,36 months,pending,3.47,MORTGAGE,682.0,6.0,9035.0,1.0
57586,2500,other,36 months,accepted,11.34,MORTGAGE,667.0,8.0,14122.0,0.0
62177,8000,debt_consolidation,36 months,accepted,14.45,RENT,662.0,10.0,9425.0,2.0
6020,5000,debt_consolidation,36 months,accepted,21.49,RENT,707.0,8.0,0.0,0.0
73741,15000,debt_consolidation,36 months,accepted,12.78,RENT,692.0,19.0,11016.0,0.0
32694,25000,wedding,60 months,accepted,3.83,MORTGAGE,722.0,13.0,34069.0,0.0
71766,3000,debt_consolidation,36 months,accepted,32.0,RENT,702.0,7.0,9730.0,0.0
83373,6000,credit_card,36 months,accepted,33.64,RENT,707.0,16.0,33746.0,0.0
37504,7800,debt_consolidation,36 months,accepted,7.15,MORTGAE,722.0,6.0,11063.0,2.0
95455,25000,debt_consolidation,36 months,pending,18.66,MORTGAGE,712.0,17.0,47504.0,0.0
63,18500,credit_card,36 months,accepted,5.24,RENT,662.0,8.0,22379.0,0.0
26789,12000,home_improvement,60 months,accepted,16.67,MORTGAGE,712.0,11.0,25165.0,0.0
28032,5000,debt_consolidation,36 months,accepted,5.26,MORTGAGE,667.0,5.0,1620.0,0.0
24454,2500,other,60 months,pending,2.15,OWNER,747.0,4.0,3417.0,0.0
44163,16000,debt_consolidation,60 months,accepted,5.76,MORTGAGE,712.0,7.0,8729.0,1.0
89884,25000,debt_consolidation,60 months,accepted,3.98,RENT,747.0,6.0,11079.0,0.0
28601,2000,other,36 months,accepted,11.91,RENT,662.0,3.0,747.0,3.0
99913,2200,major_purchase,36 months,accepted,24.15,MORTGAGE,732.0,6.0,1453.0,0.0
7880,14000,debt_consolidation,36 months,accepted,9.26,MORTGAGE,732.0,8.0,40267.0,1.0
64020,3000,debt_consolidation,36 months,accepted,32.21,MORTGAGE,672.0,13.0,6683.0,0.0
36527,11425,debt_consolidation,36 months,accepted,19.47,MORTGAGE,732.0,9.0,6359.0,3.0
72604,17325,debt_consolidation,60 months,accepted,30.24,RENT,707.0,13.0,31362.0,1.0
29547,5425,debt_consolidation,36 months,pending,21.16,MORTGAGE,732.0,21.0,25996.0,3.0
49950,20000,debt_consolidation,60 months,accepted,1.63,RENT,667.0,5.0,5407.0,0.0
34331,3300,car,36 months,accepted,4.16,RENT,702.0,7.0,3675.0,1.0
94232,2000,home_improvement,36 months,accepted,20.51,MORTGAE,672.0,10.0,1371.0,1.0
98787,26500,home_improvement,36 months,accepted,13.99,RENT,747.0,8.0,64504.0,2.0
52440,17975,debt_consolidation,36 months,accepted,18.55,RENT,672.0,10.0,17448.0,0.0
2443,15000,debt_consolidation,36 months,pending,14.06,RENT,702.0,15.0,7701.0,1.0
52407,16400,debt_consolidation,60 months,accepted,23.6,RENT,727.0,11.0,16693.0,1.0
46391,13500,debt_consolidation,60 months,accepted,12.59,MORTGAGE,702.0,11.0,18978.0,0.0
32183,12000,debt_consolidation,36 months,accepted,3.9,RENT,672.0,7.0,6040.0,1.0
52061,16750,debt_consolidation,60 months,accepted,21.88,RENT,667.0,12.0,7903.0,0.0
5531,8000,major_purchase,36 months,accepted,1.24,RENT,747.0,2.0,707.0,0.0
51087,10000,debt_consolidation,36 months,accepted,14.08,MORTGAGE,712.0,8.0,10560.0,0.0
11132,10000,debt_consolidation,36 months,accepted,10.93,RENT,672.0,13.0,11890.0,0.0
7752,5525,credit_card,36 months,accepted,21.03,MORTGAGE,722.0,8.0,37573.0,2.0
30788,17200,home_improvement,60 months,accepted,9.95,RENT,707.0,4.0,2117.0,3.0
77919,19600,other,36 months,accepted,29.38,RENT,682.0,17.0,22053.0,1.0
4841,4000,debt_consolidation,36 months,accepted,22.93,MORTGAGE,717.0,9.0,0.0,0.0
48151,13000,debt_consolidation,36 months,accepted,10.58,RENT,737.0,3.0,11090.0,1.0
2885,8000,house,36 months,accepted,0.24,RENT,792.0,4.0,132.0,3.0
647,25000,home_improvement,36 months,accepted,10.42,MORTGAGE,757.0,23.0,16386.0,0.0
9495,20000,wedding,36 months,accepted,11.35,RENT,752.0,14.0,18196.0,0.0
92367,27575,debt_consolidation,60 months,accepted,18.28,MORTGAGE,682.0,20.0,28055.0,2.0
100674,24000,debt_consolidation,36 months,accepted,15.86,MORTGAGE,672.0,5.0,2426.0,0.0
62867,7000,wedding,36 months,accepted,15.92,RENT,662.0,11.0,13665.0,1.0
32444,12000,debt_consolidation,60 months,accepted,10.71,MORTGAGE,687.0,6.0,26874.0,0.0
33119,14000,debt_consolidation,60 months,pending,13.52,MORTGAGE,672.0,9.0,13923.0,0.0
4730,10000,debt_consolidation,36 months,accepted,12.92,RENT,727.0,8.0,14257.0,0.0
84738,7750,debt_consolidation,36 months,accepted,22.01,RENT,782.0,14.0,4667.0,3.0
58490,15000,debt_consolidation,36 months,accepted,17.19,OWNER,692.0,8.0,10820.0,0.0
12015,15000,debt_consolidation,36 months,accepted,12.2,MORTGAGE,707.0,9.0,3470.0,3.0
71758,25000,debt_consolidation,36 months,accepted,13.0,RENT,687.0,10.0,22824.0,0.0
19344,15000,debt_consolidation,60 months,accepted,8.08,MORTGAE,722.0,8.0,15818.0,1.0
56528,5000,debt_consolidation,36 months,accepted,16.06,MORTGAGE,662.0,12.0,19598.0,1.0
17236,5000,wedding,36 months,accepted,17.29,MORTGAGE,667.0,18.0,4656.0,0.0
99541,35000,debt_consolidation,36 months,accepted,15.0,RENT,682.0,22.0,33472.0,0.0
1977,7500,debt_consolidation,36 months,accepted,17.5,OWNER,677.0,11.0,16422.0,0.0
15197,25000,home_improvement,60 months,accepted,16.26,MORTGAGE,767.0,6.0,22713.0,1.0
11620,3800,major_purchase,36 months,accepted,15.45,MORTGAGE,702.0,11.0,9266.0,0.0
73232,2800,other,36 months,accepted,27.76,RENT,702.0,13.0,22401.0,0.0
27317,6250,credit_card,36 months,accepted,23.97,MORTGAE,732.0,13.0,21536.0,0.0
38774,18000,debt_consolidation,36 months,accepted,11.85,MORTGAGE,727.0,13.0,10416.0,2.0
73956,6000,debt_consolidation,36 months,pending,29.13,RENT,662.0,12.0,4569.0,2.0
77363,20000,debt_consolidation,36 months,accepted,34.91,MORTGAGE,712.0,8.0,6510.0,1.0
71926,8000,debt_consolidation,36 months,accepted,23.93,RENT,702.0,11.0,10128.0,0.0
46024,12000,home_improvement,36 months,accepted,4.81,MORTGAGE,792.0,15.0,5584.0,2.0
11376,24000,home_improvement,60 months,accepted,11.99,OWNER,777.0,6.0,1726.0,2.0
13393,3000,debt_consolidation,36 months,accepted,9.22,RENT,692.0,6.0,3996.0,1.0
26533,5000,major_purchase,36 months,accepted,8.51,MORTGAGE,747.0,12.0,3998.0,0.0
48955,21850,debt_consolidation,60 months,accepted,17.95,RENT,732.0,5.0,7102.0,0.0
95456,21850,medical,60 months,accepted,26.95,MORTGAGE,677.0,21.0,29643.0,2.0
102846,10000,credit_card,36 months,accepted,14.2,MORTGAGE,692.0,8.0,126402.0,2.0
2074,15000,other,36 months,accepted,2.68,OWNER,682.0,6.0,3004.0,2.0
23197,9600,other,36 months,accepted,9.66,RENT,742.0,7.0,15700.0,0.0
44626,25000,credit_card,36 months,accepted,14.72,RENT,672.0,18.0,21675.0,0.0
10262,25000,home_improvement,60 months,pending,4.95,MORTGAGE,782.0,9.0,3367.0,3.0
37041,30000,home_improvement,36 months,accepted,0.34,RENT,812.0,9.0,2174.0,3.0
24376,20000,debt_consolidation,60 months,accepted,6.83,OWNER,702.0,6.0,5845.0,0.0
57260,14825,small_business,36 months,accepted,9.55,RENT,697.0,8.0,8073.0,1.0
81130,8000,debt_consolidation,36 months,accepted,1.98,MORTGAGE,672.0,5.0,5032.0,2.0
38892,20000,debt_consolidation,36 months,accepted,14.95,MORTGAGE,722.0,12.0,26179.0,2.0
35468,7000,medical,36 months,accepted,20.96,OWNER,767.0,4.0,0.0,0.0
7173,20000,debt_consolidation,36 months,accepted,12.58,MORTGAGE,762.0,5.0,6011.0,0.0
102295,5000,major_purchase,36 months,accepted,0.47,RENT,682.0,5.0,4254.0,5.0
99065,17625,credit_card,36 months,accepted,14.88,RENT,677.0,6.0,20266.0,0.0
53234,7150,debt_consolidation,36 months,accepted,12.33,RENT,687.0,11.0,10561.0,1.0
16215,25000,debt_consolidation,36 months,accepted,0.94,RENT,722.0,9.0,28038.0,0.0
77494,15000,debt_consolidation,36 months,accepted,33.42,RENT,677.0,20.0,13369.0,0.0
66072,9000,debt_consolidation,36 months,accepted,13.85,RENT,767.0,5.0,7853.0,0.0
6976,17600,debt_consolidation,36 months,accepted,17.35,MORTGAGE,667.0,16.0,14555.0,0.0
22259,10000,debt_consolidation,36 months,pending,13.96,RENT,692.0,6.0,10481.0,1.0
15470,11200,home_improvement,60 months,accepted,16.47,MORTGAGE,677.0,15.0,19051.0,0.0
84805,13225,debt_consolidation,36 months,accepted,27.07,RENT,682.0,11.0,18569.0,1.0
69014,4000,other,36 months,accepted,33.8,MORTGAGE,702.0,12.0,12922.0,0.0
26886,12000,credit_card,36 months,accepted,9.46,MORTGAGE,722.0,7.0,43299.0,2.0
71550,35000,debt_consolidation,36 months,accepted,21.12,MORTGAGE,737.0,38.0,99549.0,2.0
8051,25000,debt_consolidation,36 months,accepted,24.64,RENT,707.0,11.0,20798.0,1.0
56595,9000,debt_consolidation,36 months,accepted,12.23,MORTGAGE,752.0,13.0,5224.0,0.0
48498,18225,debt_consolidation,36 months,accepted,20.87,MORTGAGE,702.0,7.0,37592.0,0.0
10737,4750,small_business,36 months,accepted,3.0,OWNER,662.0,6.0,740.0,0.0
48798,14400,home_improvement,36 months,accepted,6.71,MORTGAGE,772.0,6.0,1280.0,0.0
94440,30000,debt_consolidation,60 months,accepted,14.25,RENT,662.0,6.0,28665.0,1.0
46421,13475,credit_card,36 months,accepted,19.46,MORTGAGE,717.0,3.0,11674.0,0.0
90531,10000,other,36 months,accepted,17.95,MORTGAGE,677.0,10.0,7034.0,1.0
51302,12000,credit_card,36 months,accepted,9.46,MORTGAGE,742.0,9.0,12028.0,0.0
28257,6000,debt_consolidation,60 months,accepted,18.39,RENT,697.0,3.0,1181.0,0.0
104101,9500,credit_card,36 months,accepted,14.43,MORTGAGE,727.0,13.0,100233.0,0.0
12958,12000,credit_card,60 months,accepted,16.98,MORTGAGE,782.0,10.0,59495.0,1.0
49872,5000,credit_card,36 months,accepted,15.93,MORTGAGE,707.0,10.0,12307.0,0.0
26290,3600,debt_consolidation,36 months,accepted,3.27,RENT,747.0,4.0,1594.0,0.0
43703,27000,home_improvement,60 months,accepted,18.28,OWNER,737.0,18.0,12588.0,1.0
32985,10000,debt_consolidation,36 months,accepted,10.97,RENT,667.0,6.0,7778.0,0.0
80200,5450,medical,36 months,accepted,25.91,RENT,672.0,9.0,7619.0,0.0
22130,16000,debt_consolidation,60 months,accepted,15.33,MORTGAGE,702.0,10.0,11011.0,0.0
74163,9750,debt_consolidation,36 months,accepted,21.93,RENT,672.0,12.0,6324.0,1.0
35740,30000,major_purchase,36 months,accepted,1.08,OWNER,787.0,6.0,740.0,0.0
74713,14000,other,36 months,accepted,3.25,MORTGAGE,707.0,14.0,7085.0,1.0
52405,8500,debt_consolidation,36 months,accepted,4.9,MORTGAGE,742.0,8.0,7114.0,0.0
54513,14400,wedding,36 months,accepted,17.89,RENT,747.0,11.0,14550.0,0.0
10293,8000,debt_consolidation,36 months,accepted,1.73,RENT,767.0,6.0,3381.0,0.0
66880,12000,debt_consolidation,36 months,accepted,6.46,RENT,682.0,8.0,8426.0,0.0
96709,10400,debt_consolidation,36 months,pending,7.59,OWNER,697.0,10.0,14193.0,0.0
84273,21000,home_improvement,60 months,accepted,11.31,MORTGAGE,697.0,12.0,38820.0,0.0
6120,6000,debt_consolidation,36 months,accepted,3.44,RENT,707.0,13.0,7269.0,0.0
48166,10800,car,60 months,accepted,0.94,RENT,732.0,4.0,1577.0,0.0
67265,2100,major_purchase,36 months,accepted,3.5,OWNER,692.0,13.0,893.0,1.0
41102,4000,other,36 months,accepted,15.13,MORTGAGE,772.0,6.0,63294.0,0.0
47422,3500,debt_consolidation,36 months,accepted,20.93,RENT,727.0,9.0,11538.0,0.0
6039,24250,home_improvement,36 months,accepted,12.7,OWNER,727.0,10.0,121563.0,1.0
62856,19000,credit_card,60 months,accepted,16.06,MORTGAGE,717.0,8.0,20918.0,0.0
7020,10500,credit_card,36 months,accepted,14.3,RENT,672.0,8.0,14726.0,0.0
92641,2500,debt_consolidation,36 months,accepted,22.49,MORTGAGE,672.0,7.0,14892.0,2.0
7953,16000,debt_consolidation,36 months,accepted,9.47,RENT,692.0,9.0,15518.0,0.0
101568,3000,debt_consolidation,36 months,accepted,19.3,RENT,667.0,12.0,2545.0,4.0
27693,10000,credit_card,36 months,accepted,10.41,MORTGAGE,782.0,11.0,11532.0,0.0
70029,7100,credit_card,36 months,accepted,19.22,RENT,687.0,13.0,6788.0,2.0
3492,12500,home_improvement,36 months,accepted,11.71,MORTGAGE,782.0,7.0,1052.0,0.0
45115,1700,car,36 months,accepted,20.67,OWNER,677.0,10.0,7382.0,0.0
96928,4000,debt_consolidation,36 months,accepted,12.2,MORTGAGE,672.0,7.0,7153.0,0.0
51257,18225,debt_consolidation,36 months,accepted,23.35,RENT,677.0,6.0,17128.0,1.0
92820,30000,major_purchase,60 months,accepted,20.28,RENT,737.0,14.0,39059.0,1.0
17826,10000,home_improvement,36 months,accepted,17.05,RENT,732.0,6.0,10302.0,0.0
66186,6000,credit_card,36 months,accepted,2.51,RENT,722.0,5.0,6394.0,0.0
73450,6000,major_purchase,36 months,accepted,7.4,MORTGAGE,677.0,6.0,14045.0,0.0
96780,6000,debt_consolidation,36 months,accepted,19.56,OWNER,677.0,7.0,5291.0,0.0
62089,7000,debt_consolidation,36 months,accepted,18.15,RENT,667.0,11.0,12307.0,1.0
60963,10000,credit_card,36 months,accepted,9.55,OWNER,672.0,11.0,11551.0,0.0
